text,user,location,genre,sentiment
On this day in 2015 Breaking Benjamin released their fifth studio album Dark Before Dawn via Hollywood Records breakingbenjamin darkbeforedawn headrushtv album albums rock music metal hardrock rockstar metalmeme headbanger metalhead metalmemes rockmusic ,HeadRushTV,Boston MA USA,rock,-0.15
Message From The Veer Union   Musiceternal TheVeerUnion VeerUnion NewMusic TourLife STTS Message Touring Missing COVID19 AlternativeMusic RockMusic UnitedStates ,MusicEternal1,,rock,-0.2
Listen to and download Sympathy Sex here  countryrock rockmusic ,MalcolmMacWatt,London England,rock,0.0
Cold Kingdom  M   rocknroll hardrock rockmusic music JamHouse HarmonysHangout StreamerRTs UndergroundRock  JamHouseRocks,jamhouseyt,Illinois USA,rock,-0.6
 Black Stone Cherry  Lonely Train now playing on  Listen here  NowPlaying    rockmusic tuesdayvibes,AwanMusic,,rock,-0.1333333333333333
WHOS DISTURBING THE PEACE TODAY Its our great friends at   Thanks so much for playing our latest single today LISTEN  rockmusic indiemusic ThankYou TuneIn ,CranberryMerch2,Douglasville GA,rock,0.1880952380952381
We are brand new to twitter show us some love and follow us    follow NewMusic tuesdayvibes TuesdayThoughts instagram facebook alternative rock rockmusic spotify itunes,alphacorvusband,United Kingdom,rock,0.3181818181818182
Try something new Check out            NewMusic rockmusic Goodtimes UpliftingMusic ,WDFDRecords,,rock,0.13636363636363635
WELCOME BACK DUZZY And many thanks for giving The Cranberry Merchants a double play on  s  today COME LISTEN  indiemusic rockmusic ThankYou tuesdayvibes ,CranberryMerch2,Douglasville GA,rock,0.3
Get ready for a wave of NewMusic coming your way tomorrow at  Proud to be bringing you the best and brightest new RockMusic Be sure to check back NewSingle NewAlbum NewEP Rock alternativemusic,ReverbRoom,London,rock,0.4393939393939394
Is the play list up Yes on  Let me know what you might like to hear in future  Check out our website for details of all our shows   progrock folkmusic rockmusic radio cirencester guitarists theatre singersongwriters,NickOnCorinium,Cirencester England,rock,0.0
Subscribe to my YouTube Channel  music popmusic artist,danamacleod,Canada,pop,0.0
nowplaying Nothing Compares  The Weeknd · top40 popradio notalkjustmusic music popmusic  ,RealTNTRadio,Los Angeles CA,pop,0.0
DaJamFactoryIs On It Katrina amp The Waves ft Soweto Gospel Choir  Walking On SunshineThis Side of Lite Remix    peepjam  music MusicMonday popmusic  tunein  ,DaJamFactory,,pop,0.0
Heres the audio video Everywhere you go  Lisa Blixt amp Johan Mauritzson  synthwave synthpop synth 80smusic POPMUSIC,jmauritzson,Oskarshamn Sverige,pop,0.0
IMPACT CLASSICS 1100 AM ET TueThur The very best in music classical pop jazz and country to write by or relax Join host Paul W Reeves Impact Radio USA Click on LISTEN NOW  internetradio music classical coutnry jazz popmusic band radio ,WriterUnite16,,pop,0.3333333333333333
Letters is available on iTunes A 30 minute musical roller coaster blending genres into a Pop Music capsule Enjoy Music PopMusic IndieMusic indie AltPop HipHop Grunge RockMusic PunkRock IndiePop IndependentArtist ,alwizpuken,Htown TX,pop,0.2
How You Can Improve Your Online Presence  SocialMedia LinkedIn PopMusic Technology ,dodomesticdad,Dallas Tx,pop,0.0
Listen to DaVion Luv by Hide np on SoundCloud IndieMusic Rnb RnbMusic PopMusic  ,GReg91,Norfolk VA,pop,0.0
Thank you CruzIncRadio  Popmusic Brasil USA singer  ,ReginaS39039392,Teresina Brasil,pop,0.0
Never Give Up On Your Dreams   Unique Original Artworks art mixtape covers edm musica rock songwriters singer popmusic recordlabel pop music songwriter,Sippitakeover,Nationwide,pop,0.375
New video by 1MILLION Dance Studio Title  DION  Pardon Me  Woonha Choreography 1MILLIONDanceStudio musicvideo newmusic song livemusic dance music love dj pop popmusic ,YourAnonOn,𝙼𝚘𝚛𝚘𝚌𝚌𝚘      ,pop,0.3181818181818182
LIVIN COVID is available now on Apple Music    popmusic popsong popularmusic ,timothypaul32,,pop,0.4
nowplaying Tell Me U Luv Me with Trippie Redd  Juice WRLD · top40 popradio notalkjustmusic music popmusic  ,RealTNTRadio,Los Angeles CA,pop,0.0
Huge thank you to  for adding Siren Scales to this excellent playlist Check it out And dont forget to follow us on Spotify if you like what you hear indie indiemusic Spotify SPOTIFYPLAYLIST NowPlaying popmusic indiepop dreampop welshmusic ,lunarbirdband,Cardiff Wales,pop,0.46666666666666673
New Dance Music is released on my SoundCloud Music page NewMusicAlert newmusic2020 NewMusicDaily EDMdance EDMmusic edmfestival EDMLovers musiclovers EDMFamily EDMNation EDMTwitter ElectronicDanceMusic party partymusic indie pop popmusic musicfestival uplifting,rhythiment,,pop,0.06818181818181818
Pick one katyperry prism oneoftheboys teenagedream witness music popmusic daisies firework californiagurls ,MerfRadio,Mifflin  Juniata counties PA,pop,0.0
New video by Spinnin Records Title  LODATO  Perfect Crime Official Lyric Video SpinningRecords musicvideo newmusic song livemusic dance music love dj pop popmusic ,YourAnonOn,𝙼𝚘𝚛𝚘𝚌𝚌𝚘      ,pop,0.47159090909090906
One week Do      newmusic2020 NewMusicAlert NewSong NewReleases2020 POPMUSIC Pop rock poprock musicians Producer MusicIndustry Radio Radiopaedia2020 indiemusic LOVEYOURSELF MentalHealthMatters Lovemusic love Peace ,ScandalduoCP,Sheffield England,pop,0.5
 face mask has arrived spicegirls geri POPMUSIC ,edpayneauth,,pop,0.0
OUT NOW on all digital stores and streams   Janji Yusuf  Keeping Fanny Sample radio radiomusic dance popmusic radiochart edm axrecords Smart download amp stream link  ,janjiyusuf,,pop,0.10714285714285714
Take a break and play the popmusic quiz  Madonna U2 Elvis Extravaganza,MusicIqQuiz,,pop,0.0
The Scents New MV ️Kurt Lowney ・Mika Nuutinen  TheScent Popstar Pop PopMusic Rock Music KurtLowney MikaNuutinen Nashville  The Scent  Popstar OFFICIAL  2020622 より,towyhrhm,JAPAN,pop,0.13636363636363635
nowplaying The Way I Are  Timbaland feat Keri Hilson · top40 popradio notalkjustmusic music popmusic ,RealTNTRadio,Los Angeles CA,pop,0.0
Check this fascinating artist Lebanese RockMusic pioneer amp HumanitarianActivist   Listen to her song Love is Blind   SingerSongwriter RockStar PopMusic ,ThomasVitins,Brummana Lebanon,pop,0.2333333333333333
Watch s beautiful artistic MusicVideos the first Lebanese artist on MTV    SingerSongwriter SingerSongwriter RockMusic PopMusic ,ThomasVitins,Brummana Lebanon,pop,0.4777777777777778
Song of the day Enjoy s emotional cover of the classic HitSong Never Never Never    LydiaCanaan SingerSongwriter RockStar RockMusic PopMusic ,ThomasVitins,Brummana Lebanon,pop,0.18888888888888888
HOT NEW INSTRUMENTAL JUST DROPPED CHECK OUT GOLD DIGGA DISTANCING PROD BY SAM KEATH   pop music rock hiphop love singer s rap rnb musica song artist art popmusic instagood dance indie newmusic musician instamusic funko funkopop ,EastWindPro,Atlanta,pop,0.2215909090909091
Thinking Of You  lovely romantic chill music by Ron Gelinas Free download  royaltyfreemusic freemusic vlogmusic nocopyrightmusic musicforvlogs chill chillmusic romanticmusic piano pianomusic pop popmusic relaxingmusic sentimentalmusic ,FSMTeam,,pop,0.3
with career of 14 years she became the artist of the decade 14YearsOfTaylorSwift POPMUSIC Fans ,popchaser1,,pop,0.0
ICYMI This weeks bumper popquiz is out now 20 questions on UK hits from the 50s to the 2020s See how many you know popmusic musicquiz quiz quiztime popmaster ,pawwow,Catford London,pop,0.5
ICYMI This weeks bumper popquiz is out now 20 questions on UK hits from the 50s to the 2020s See how many you know popmusic musicquiz quiz quiztime popmaster ,welchwords,London,pop,0.5
An intense collection of BRAND NEW PopMusic made just for you check out Pop Right Now on  ,GatewayRecords,Dallas TX  Nashville TN,pop,0.20735930735930733
Popmusic is dying out  thats all i have to say ,laydeaze,Mannheim BadenWürttemberg,pop,0.0
Now Playing on DownHomeRadio  Nicole Illos  Classy and Country Listen at  countrymusic indieradio indiecountry indiemusic country countryradio internetradio,DownHomeRadio1,Everett WA,country,0.1
Dont forget to join me tomorrow night Wednesday 24th for another facebooklive you can get me at  joinme dominickirwan easylistening easylisteningmusic countrymusic irish ,DominicKirwan,Omagh Northern Ireland,country,0.0
christinarogersmusic Is a Canadiancountry artist born and raised in New Brunswick who is now part of the exceptional Alberta countrymusic community WhiskeyHangover is a fantastic original enjoy   ,cliffdumas,United States  Canada,country,0.3956060606060606
New video is live tomorrow Make sure you are subscribed and turn the notification bell on to be notified everytime I upload Link in bio singer music musician musiclife youtube country countrymusic ,ShannonElaineM3,Essex,country,0.25757575757575757
Loves the music video for FordOrAChevy is officially here ford chevy countrymusic newcountry newmusic Country  fishing hunting Canada kelseaballerini taylorswift carrieunderwood morganwallen shaniatwain  ,jadenaraine,,country,0.0
Flashback Honored to have a friend like  songwriter countrymusic nashville JadynRylee braydenryle singer friendship ,BraydenRyle,Clarksville TN,country,0.0
Still time to vote for ChrisJanson or MaddieandTae or MirandaLambert to make the 945MostWanted poll closes at 1100am  MusicNews countrymusic RanFans ,945Country,Topeka KS,country,0.0
Now Playing on DownHomeRadio  Richard Mulligan  I Never Met You Listen at  countrymusic indieradio indiecountry indiemusic country countryradio internetradio,DownHomeRadio1,Everett WA,country,0.0
Hope everyone has a great day listen to some CountryMusic like          ,RealUSAFVeteran,San Bernardino CA,country,0.8
Looks like  is already working on new music countrymusic ,StormyClaussen,Cadiz KY,country,0.13636363636363635
OnThisDay born JuneCarterCash  Singer  CountryMusic ,77MASH,Clash City,country,0.0
Listen in this morning 11am EST to Aunt Lindas Country TaleGate on CKLU 967 to hear Love Revolution  loverevolution newmusic newsingle country countrymusic tailgateparty ,suzikory,Toronto Ontario,country,0.5
A bit from Billy Joe Shaver  Live Forever Give me a big like if you have a country heart and if you like it too • • • billyjoeshaver liveforever cover karaoke country countrymusic axbonfire ,axi92,Málaga,country,0.06818181818181818
Thursday Catch  on the  Roadless Series 7p ET 4 PT You can hop on RoadNations Twitch to watch and be one of the first to see him perform his new track Last Name   RoadNation RayneJohnson Twitch NewMusic CountryMusic ,LakesideMusic,New York NY,country,0.12878787878787878
A bit from Billy Joe Shaver  Live Forever Give me a big like if you have a country heart and if you like it too • • • billyjoeshaver liveforever cover karaoke country countrymusic axbonfire ,axi92,Málaga,country,0.06818181818181818
My 4 year old niece has a new favorite country song Country Paradise by  Just so yall know you cant talk during her favorite song or she gets mad She also knows most of the words and does her best to sing the whole song CountryMusic,CoachUncleDrew,,country,0.28892045454545456
 Ill see ya tonight for  and   countrymusic,JFrazellShow,Texas,country,-0.5
Now Playing on DownHomeRadio  Chelsey Danfield  Bathtub Listen at  countrymusic indieradio indiecountry indiemusic country countryradio internetradio,DownHomeRadio1,Everett WA,country,0.0
Bill Regan is Live Top 20 Country Music Countdown countrymusic top20 Live Show every Thursday Replaying every Tuesday at 10 am est ,mp3radiofm,Miami FL,country,0.25757575757575757
Who You Gonna Believe Me or Your Lying Eyes asks a countrymusic song title ,MTDixonRice,Kalispell Montana,country,0.0
Song of the Day Fooled Around and Fell in Love by  featuring     and  countrymusic ,StormyClaussen,Cadiz KY,country,0.5
Start every day with gratitude It wil change your life  music NowPlaying countrymusic countrysong hear songwriter song dt grateful blessed daveanddoland,davedolandmusic,Los Angeles CA,country,0.0
Still time to vote for AshleyMcBryde or LoCash or TimMcGraw to make the 945MostWanted poll closes at 1100am  MusicNews countrymusic TeamMcGraw ,945Country,Topeka KS,country,0.0
Great countrymusic again today on  with  Check it out Today 2 PM ET11 AM PT Youll probably hear a new favorite song  ,caspecialk,California USA,country,0.4787878787878788
Great news  amp  have reopened  Nashville countrymusic,VokalNow,Dallas TX,country,0.8
Love it  IntroducingCountry Playlist  countrymusic  CantSayNoToYou  ,jonigooss,USA,country,0.5
Now Playing on DownHomeRadio  JR Castillo  Shes Amazing Listen at  countrymusic indieradio indiecountry indiemusic country countryradio internetradio,DownHomeRadio1,Everett WA,country,0.6000000000000001
countrymusic fans know your country music history ,RadioKristin,Louisville KY,country,0.0
ICYMI  has filed for divorce from  after just 8 months of marriage countrymusic  Read the full story at  ,Country929,ChathamKent Ontario,country,0.35
New single The Lonely Stroll is out now  via            countrymusic,curransolomusic,Brighton England,country,-0.011688311688311684
Still time to vote for ChaseRice or KaneBrown or ScottyMcCreery to make the 945MostWanted poll closes at 1100am  MusicNews countrymusic ,945Country,Topeka KS,country,0.0
Now Playing on DownHomeRadio  the Sixpins  One Shot of Tequila Listen at  countrymusic indieradio indiecountry indiemusic country countryradio internetradio,DownHomeRadio1,Everett WA,country,0.0
Are you finding and taking time to think      TipTuesday FishBaitMarketing Sponsorship Marketing CollegeSports CountryMusic Entrepreneur Business Leadership ,FishBaitMktng,,country,0.0
Theres new music coming from  and  Details   countrymusic ,EveryNashThing,Nashville,country,0.13636363636363635
